============================================================
PAGE 8 — TABLE 1  (accuracy: 98.27, flavor: lattice)
============================================================
|            | 1                                          | 2                                            | 3         | 4                                                                           | 5                                  | 6                       | 7                                   | 8                          | 9                                                  | 10      | 11                          | 12                                       | 13                                                                                                                                               | 14                               | 15      | 16                               | 17                                                                        | 18    | 19                                                                                                                                                                                                                                                                                          |
| ---------- | ------------------------------------------ | -------------------------------------------- | --------- | --------------------------------------------------------------------------- | ---------------------------------- | ----------------------- | ----------------------------------- | -------------------------- | -------------------------------------------------- | ------- | --------------------------- | ---------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------ | -------------------------------- | ------- | -------------------------------- | ------------------------------------------------------------------------- | ----- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| Sl. No. 37 | Name of Substation 400/220 kV Pavagada S/s | Substation Coordinates 14.318579N 77.385479E | Region SR | Transformation Capacity (MVA) 6x500 MVA, 400/220  4x500 MVA,  kV 400/220 kV |                                    |                         | RE Capacity Granted  (Connectivity) |                            |                                                    |         |                             |                                          | Margin  on Existing / Under Implementation Bays (for  0 power evacuation margin, sheet reg. status of margin at  ISTS substation may be refered) |                                  |         |                                  | Space Provision for Future  1 0 Additional Line Bays (No.) for  Injection |       | Remarks *Agreed for grant.                                                                                                                                                                                                                                                                  |
|            |                                            |                                              |           | Planned                                                                     | Existing                           | Under  Implementation   | 220kV                               |                            |                                                    | 400kV   |                             |                                          | 220kV*                                                                                                                                           |                                  | 400kV*  |                                  | 220kV                                                                     | 400kV |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | Bay No.                             | Connectivity  Quantum (MW) | Name of Entity                                     | Bay No. | Connectivity  Quantum  (MW) | Name of Entity                           | Bay No.                                                                                                                                          | Bay-wise Margins  Available (MW) | Bay No. | Bay-wise Margins  Available (MW) |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     |                            |                                                    | 412     | 565                         | Greenko AP01 IREP Pvt. Ltd               |                                                                                                                                                  |                                  | 412     | 0                                |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     |                            |                                                    |         | 260                         | Greenko AP01 IREP Pvt. Ltd               |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     |                            |                                                    | 418     | 989                         | AM Green Energy Pvt.  Ltd                |                                                                                                                                                  |                                  | 418     | 0                                |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 0                          |                                                    |         | 2714                        |                                          |                                                                                                                                                  | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
| 40         | 400/220 kV Koppal S/s                      | 15°21'55.49"N 75°59'24.61"E                  | SR        |                                                                             | 5x500 MVA, 400/220  kV             | 1x500 MVA,  400/220 kV  | 201                                 | 300                        | ReNew Surya Ojas Private Limited                   |         |                             |                                          | 201                                                                                                                                              | 0                                |         |                                  | 0                                                                         |       | Koppal PS has been closed for all purpose  regarding grant of Connectivity. $ Consequent to cancellation of LOA by SECI,  Connectivity has been revoked. However, Hon'ble  CERC & Hon'ble High Court of Karnataka has  stayed the revocation and subsequent allocation  of bays / capacity. |
|            |                                            |                                              |           |                                                                             |                                    |                         | 204                                 | 300                        | Ayana Renewable power Six Pvt Ltd                  |         |                             |                                          | 204                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | 203                                 | 300                        | TP Saurya Ltd.                                     |         |                             |                                          | 203                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | 202                                 | 300                        | Renew Solar Power Pvt. Ltd.                        |         |                             |                                          | 202                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | 205                                 | 115                        | Tunga Renewable Energy Pvt Ltd                     |         |                             |                                          | 205                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 189.93                     | Tunga Renewable Energy Pvt Ltd                     |         |                             |                                          |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 45.07                      | Tunga Renewable Energy Pvt Ltd                     |         |                             |                                          |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | 215                                 | 150                        | Project Ten Renewable Power Private Limited        |         |                             |                                          | 215                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 153.6                      | Kleio Solar Power Private Limited                  |         |                             |                                          |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | 216                                 | 300                        | Project Eight Renewable Power Private Limited $    |         |                             |                                          | 216                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | 220                                 | 300                        | SolarOne Energy Private Limited $                  |         |                             |                                          | 220                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         | 217                                 | 210                        | Serentica Renewables India 1 Private Limited       |         |                             |                                          | 217                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 90                         | Serentica Renewables India 1 Private Limited       |         |                             |                                          |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 2753.6                     |                                                    |         | 0                           |                                          |                                                                                                                                                  | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
| 41         | 400/230 kV Karur S/s                       | 10°50'34.10"N 77°39'32.91"E                  | SR        | 1x500 MVA, 400/230  kV                                                      | 2x500 MVA, 400/230  kV             | 2x500 MVA,  400/230 kV  | 201                                 | 270                        | JSW Renew Energy Limited                           | 1       | 500                         | Waaree Forever Energies Private Limited* | 201                                                                                                                                              | 0                                | 1       | 0                                | 2                                                                         |       | *Agreed for grant                                                                                                                                                                                                                                                                           |
|            |                                            |                                              |           |                                                                             |                                    |                         | 202                                 | 150                        | JSW Future Energy Ltd                              |         |                             |                                          | 202                                                                                                                                              | 0                                |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 30                         | JSW Neo Energy Ltd *                               |         |                             |                                          |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 100                        | JSW Neo Energy Ltd *                               |         |                             |                                          |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
|            |                                            |                                              |           |                                                                             |                                    |                         |                                     | 150                        | JSW Neo Energy Ltd *                               |         |                             |                                          |                                                                                                                                                  |                                  |         |                                  |                                                                           |       |                                                                                                                                                                                                                                                                                             |
