============================================================
PAGE 2 — TABLE 1  (accuracy: 98.14, flavor: lattice)
============================================================
|         | 1                     | 2                                                                                                                                             | 3      | 4                                                                                                                          | 5                             | 6                                                                                                                                     | 7                                   | 8                          | 9                                                                                    | 10                                                    | 11                          | 12                                                         | 13                                                                                                                                             | 14                               | 15      | 16                               | 17                                                                    | 18    | 19                                        |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 421                                                   | 1650                        | Adani Green Energy Ltd. (1000+650)                         |                                                                                                                                                |                                  | 421     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 424                                                   | 1160                        | Adani Green Energy Ltd. (1000+100+60)                      |                                                                                                                                                |                                  | 424     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 7                                                     | 1300                        | Adani Green Energy Ltd. (1050+250)                         |                                                                                                                                                |                                  | 7       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 8                                                     | 1150                        | Sarjan Realties Pvt. Ltd.                                  |                                                                                                                                                |                                  | 8       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      |                                                       | 9810                        |                                                            |                                                                                                                                                |                                  |         |                                  |                                                                       |       |                                           |
| 6       | Khavda PS-II          | Boundary Coordinates: 24° 4'56.96"N, 69°31'1.32"E; 24° 4'59.66"N, 69°31'38.38"E; 24° 4'33.74"N,69°31'40.65"E; 24° 4'31.07"N,69°31'3.56"E;     | WR     |                                                                                                                            |                               | 4x1500MVA,  765/400kV (2  each on Sec-A &  Sec-B) & 4x1500MVA,  765/400kV   (2  each on Sec-A &  Sec-B) 1x1500MVA,  765/400kV (Sec-A) |                                     |                            |                                                                                      | Section-A                                             |                             |                                                            |                                                                                                                                                |                                  |         |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 421                                                   | 1964                        | Gujarat State Electricity Corproration Ltd. (600+1000+364) |                                                                                                                                                |                                  | 421     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 416                                                   |                             |                                                            |                                                                                                                                                |                                  | 416     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 418                                                   | 1200                        | Gujarat Industries Power Company Ltd.(600 + 600)           |                                                                                                                                                |                                  | 418     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 4                                                     | 1995                        | NTPC REL                                                   |                                                                                                                                                |                                  | 4       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 5                                                     |                             |                                                            |                                                                                                                                                |                                  | 5       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | Section-B                                             |                             |                                                            |                                                                                                                                                |                                  |         |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 429                                                   | 1555                        | NTPC Renewable Energy Ltd. (NTPC REL) (365+890+300)        |                                                                                                                                                |                                  | 429     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 7                                                     | 1361                        | Gujarat State Electricity Corproration Ltd. (1361 )        |                                                                                                                                                |                                  | 7       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 8                                                     | 1175                        | Gujarat Industries Power Corporation Ltd. (1175)           |                                                                                                                                                |                                  | 8       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      |                                                       | 9250                        |                                                            |                                                                                                                                                |                                  |         |                                  |                                                                       |       |                                           |
| 7       | Khavda PS-III         | Boundary Coordinates: 24°12'26.58"N, 69°29'41.53"E; 24°12'26.50"N, 69°30'04.57"E; 24°12'13.57"N, 69°29'41.48"E; 24°12'13.50"N, 69°30'04.52"E; | WR     |                                                                                                                            |                               | 4x1500MVA,  765/400kV (Sec-A)  &   3x1500MVA,  765/400kV (Sec-B) &  1x1500MVA,  765/400kV (Sec-B)                                     |                                     |                            |                                                                                      | Section-A                                             |                             |                                                            |                                                                                                                                                |                                  |         |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 406 1050 Adani Green Energy Ltd. (1050)               |                             |                                                            |                                                                                                                                                |                                  | 406     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 403 1200 NTPC Renewable Energy Ltd. (NTPC REL) (1200) |                             |                                                            |                                                                                                                                                |                                  | 403     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 412 1250 Sarjan Realties Pvt. Ltd.                    |                             |                                                            |                                                                                                                                                |                                  | 412     |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 4 1100 Sarjan Realties Pvt. Ltd.                      |                             |                                                            |                                                                                                                                                |                                  | 4       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | Section-B                                             |                             |                                                            |                                                                                                                                                |                                  |         |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 5 1250 Sarjan Realties Pvt. Ltd.                      |                             |                                                            |                                                                                                                                                |                                  | 5       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 6 600 NHPC Ltd.                                       |                             |                                                            |                                                                                                                                                |                                  | 6       |                                  |                                                                       |       |                                           |
|         |                       |                                                                                                                                               |        |                                                                                                                            |                               |                                                                                                                                       |                                     |                            |                                                                                      | 7 1325 Adani Green Energy Ltd. (1250+75)              |                             |                                                            |                                                                                                                                                |                                  | 7       |                                  |                                                                       |       |                                           |
